ensembl_gene_id	go_id	description	name_1006	namespace_1003	beebase
LOC410371	GO:0046872	calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type, transcript variant X6	metal ion binding	molecular_function	GB49320
LOC410371	GO:0005783	calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type, transcript variant X6	endoplasmic reticulum	cellular_component	GB49320
LOC725983	GO:0046872	putative ATP-dependent RNA helicase DHX57, transcript variant X2	metal ion binding	molecular_function	GB54582
LOC725983	GO:0005524	putative ATP-dependent RNA helicase DHX57, transcript variant X2	ATP binding	molecular_function	GB54582
LOC725983	GO:0003676	putative ATP-dependent RNA helicase DHX57, transcript variant X2	nucleic acid binding	molecular_function	GB54582
LOC725983	GO:0004386	putative ATP-dependent RNA helicase DHX57, transcript variant X2	helicase activity	molecular_function	GB54582
LOC725983	GO:0005515	putative ATP-dependent RNA helicase DHX57, transcript variant X2	protein binding	molecular_function	GB54582
LOC411858	GO:0005524	ATPase family AAA domain-containing protein 1-B	ATP binding	molecular_function	GB56004
LOC411858	GO:0016021	ATPase family AAA domain-containing protein 1-B	integral component of membrane	cellular_component	GB56004
LOC411858	GO:0016887	ATPase family AAA domain-containing protein 1-B	ATP hydrolysis activity	molecular_function	GB56004
LOC551384	GO:0006914	autophagy-related protein 13, transcript variant X2	autophagy	biological_process	GB51866
LOC551384	GO:1990316	autophagy-related protein 13, transcript variant X2	Atg1/ULK1 kinase complex	cellular_component	GB51866
LOC551384	GO:0000045	autophagy-related protein 13, transcript variant X2	autophagosome assembly	biological_process	GB51866
LOC724244	GO:0005524	structural maintenance of chromosomes protein 5	ATP binding	molecular_function	GB53846
LOC724244	GO:0006281	structural maintenance of chromosomes protein 5	DNA repair	biological_process	GB53846
LOC724244	GO:0016887	structural maintenance of chromosomes protein 5	ATP hydrolysis activity	molecular_function	GB53846
LOC724244	GO:0007062	structural maintenance of chromosomes protein 5	sister chromatid cohesion	biological_process	GB53846
LOC724244	GO:0000724	structural maintenance of chromosomes protein 5	double-strand break repair via homologous recombination	biological_process	GB53846
LOC724244	GO:0030915	structural maintenance of chromosomes protein 5	Smc5-Smc6 complex	cellular_component	GB53846
LOC107964950	GO:0003676	splicing factor 3B subunit 6	nucleic acid binding	molecular_function	
LOC107964950	GO:0003723	splicing factor 3B subunit 6	RNA binding	molecular_function	
LOC410226	GO:0006355	activating transcription factor of chaperone, transcript variant X1	regulation of transcription, DNA-templated	biological_process	GB19338
LOC410226	GO:0003700	activating transcription factor of chaperone, transcript variant X1	DNA-binding transcription factor activity	molecular_function	GB19338
LOC551316	GO:0005634	DNA excision repair protein ERCC-1	nucleus	cellular_component	GB41199
LOC551316	GO:0006281	DNA excision repair protein ERCC-1	DNA repair	biological_process	GB41199
LOC551316	GO:0003684	DNA excision repair protein ERCC-1	damaged DNA binding	molecular_function	GB41199
LOC100576504	GO:0005576	uncharacterized LOC100576504, transcript variant X2	extracellular region	cellular_component	
LOC100576504	GO:0008061	uncharacterized LOC100576504, transcript variant X2	chitin binding	molecular_function	
LOC410003	GO:0005515	GIGYF family protein CG11148, transcript variant X4	protein binding	molecular_function	GB41908
LOC410577	GO:0016787	acid sphingomyelinase-like phosphodiesterase 3a, transcript variant X1	hydrolase activity	molecular_function	GB49957
LOC552110	GO:0080019	uncharacterized LOC552110	fatty-acyl-CoA reductase (alcohol-forming) activity	molecular_function	GB49328
LOC552110	GO:0016020	uncharacterized LOC552110	membrane	cellular_component	GB49328
LOC552110	GO:0016021	uncharacterized LOC552110	integral component of membrane	cellular_component	GB49328
LOC552110	GO:0016491	uncharacterized LOC552110	oxidoreductase activity	molecular_function	GB49328
LOC552110	GO:0006629	uncharacterized LOC552110	lipid metabolic process	biological_process	GB49328
LOC552110	GO:0102965	uncharacterized LOC552110	alcohol-forming fatty acyl-CoA reductase activity	molecular_function	GB49328
LOC552110	GO:0016620	uncharacterized LOC552110	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	GB49328
LOC552110	GO:1901568	uncharacterized LOC552110	fatty acid derivative metabolic process	biological_process	GB49328
LOC410408	GO:0046872	conserved ATPase domain protein, transcript variant X1	metal ion binding	molecular_function	GB54778
LOC410408	GO:0005524	conserved ATPase domain protein, transcript variant X1	ATP binding	molecular_function	GB54778
LOC410408	GO:0016787	conserved ATPase domain protein, transcript variant X1	hydrolase activity	molecular_function	GB54778
LOC410408	GO:0006807	conserved ATPase domain protein, transcript variant X1	nitrogen compound metabolic process	biological_process	GB54778
LOC410408	GO:0006541	conserved ATPase domain protein, transcript variant X1	glutamine metabolic process	biological_process	GB54778
LOC410408	GO:0006520	conserved ATPase domain protein, transcript variant X1	cellular amino acid metabolic process	biological_process	GB54778
LOC410408	GO:0016810	conserved ATPase domain protein, transcript variant X1	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GB54778
LOC410408	GO:0006207	conserved ATPase domain protein, transcript variant X1	'de novo' pyrimidine nucleobase biosynthetic process	biological_process	GB54778
LOC410408	GO:0016812	conserved ATPase domain protein, transcript variant X1	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	molecular_function	GB54778
LOC410408	GO:0004088	conserved ATPase domain protein, transcript variant X1	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	molecular_function	GB54778
LOC410408	GO:0004070	conserved ATPase domain protein, transcript variant X1	aspartate carbamoyltransferase activity	molecular_function	GB54778
LOC410408	GO:0016597	conserved ATPase domain protein, transcript variant X1	amino acid binding	molecular_function	GB54778
LOC410408	GO:0016743	conserved ATPase domain protein, transcript variant X1	carboxyl- or carbamoyltransferase activity	molecular_function	GB54778
LOC410408	GO:0000166	conserved ATPase domain protein, transcript variant X1	nucleotide binding	molecular_function	GB54778
LOC412521	GO:0003723	m7GpppN-mRNA hydrolase	RNA binding	molecular_function	GB49222
LOC412521	GO:0016787	m7GpppN-mRNA hydrolase	hydrolase activity	molecular_function	GB49222
LOC412521	GO:0000184	m7GpppN-mRNA hydrolase	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	biological_process	GB49222
LOC412521	GO:0030145	m7GpppN-mRNA hydrolase	manganese ion binding	molecular_function	GB49222
LOC412521	GO:0000290	m7GpppN-mRNA hydrolase	deadenylation-dependent decapping of nuclear-transcribed mRNA	biological_process	GB49222
LOC412521	GO:0050072	m7GpppN-mRNA hydrolase	m7G(5')pppN diphosphatase activity	molecular_function	GB49222
LOC725324	GO:0016021	uncharacterized LOC725324, transcript variant X2	integral component of membrane	cellular_component	GB45177
LOC725324	GO:0003676	uncharacterized LOC725324, transcript variant X2	nucleic acid binding	molecular_function	GB45177
LOC725324	GO:0005515	uncharacterized LOC725324, transcript variant X2	protein binding	molecular_function	GB45177
LOC725138	GO:0046872	copper transport protein ATOX1	metal ion binding	molecular_function	GB55561
LOC725138	GO:0030001	copper transport protein ATOX1	metal ion transport	biological_process	GB55561
LOC551576	GO:0015031	exocyst complex component 7, transcript variant X2	protein transport	biological_process	GB45534
LOC551576	GO:0006887	exocyst complex component 7, transcript variant X2	exocytosis	biological_process	GB45534
LOC551576	GO:0000145	exocyst complex component 7, transcript variant X2	exocyst	cellular_component	GB45534
LOC551966	GO:0006164	multifunctional protein ADE2, transcript variant X1	purine nucleotide biosynthetic process	biological_process	GB52251
LOC551966	GO:0006189	multifunctional protein ADE2, transcript variant X1	'de novo' IMP biosynthetic process	biological_process	GB52251
LOC551966	GO:0004639	multifunctional protein ADE2, transcript variant X1	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	molecular_function	GB52251
LOC552590	GO:0016021	transmembrane protein 120 homolog, transcript variant X2	integral component of membrane	cellular_component	GB53667
LOC726860	GO:0046872	cytochrome b5	metal ion binding	molecular_function	
LOC726860	GO:0016021	cytochrome b5	integral component of membrane	cellular_component	
LOC726860	GO:0020037	cytochrome b5	heme binding	molecular_function	
LOC413569	GO:0016791	tyrosine-protein phosphatase Lar, transcript variant X11	phosphatase activity	molecular_function	GB41645
LOC413569	GO:0004725	tyrosine-protein phosphatase Lar, transcript variant X11	protein tyrosine phosphatase activity	molecular_function	GB41645
LOC413569	GO:0016311	tyrosine-protein phosphatase Lar, transcript variant X11	dephosphorylation	biological_process	GB41645
LOC413569	GO:0006470	tyrosine-protein phosphatase Lar, transcript variant X11	protein dephosphorylation	biological_process	GB41645
LOC413569	GO:0005515	tyrosine-protein phosphatase Lar, transcript variant X11	protein binding	molecular_function	GB41645
LOC551102	GO:0005524	S-adenosylmethionine synthase, transcript variant X2	ATP binding	molecular_function	GB47955
LOC551102	GO:0006556	S-adenosylmethionine synthase, transcript variant X2	S-adenosylmethionine biosynthetic process	biological_process	GB47955
LOC551102	GO:0004478	S-adenosylmethionine synthase, transcript variant X2	methionine adenosyltransferase activity	molecular_function	GB47955
LOC724786	GO:0046872	zinc finger HIT domain-containing protein 3	metal ion binding	molecular_function	GB51656
GeneID_409042	GO:0016021	corazonin receptor	integral component of membrane	cellular_component	GB44824
GeneID_409042	GO:0004930	corazonin receptor	G protein-coupled receptor activity	molecular_function	GB44824
GeneID_409042	GO:0007186	corazonin receptor	G protein-coupled receptor signaling pathway	biological_process	GB44824
GeneID_409042	GO:0016020	corazonin receptor	membrane	cellular_component	GB44824
GeneID_409042	GO:0007165	corazonin receptor	signal transduction	biological_process	GB44824
LOC409065	GO:0003676	TAR DNA-binding protein 43, transcript variant X2	nucleic acid binding	molecular_function	GB43827
LOC409065	GO:0003723	TAR DNA-binding protein 43, transcript variant X2	RNA binding	molecular_function	GB43827
LOC726130	GO:0016021	beta-3 adrenergic receptor, transcript variant X2	integral component of membrane	cellular_component	GB53751
LOC726130	GO:0004930	beta-3 adrenergic receptor, transcript variant X2	G protein-coupled receptor activity	molecular_function	GB53751
LOC726130	GO:0007186	beta-3 adrenergic receptor, transcript variant X2	G protein-coupled receptor signaling pathway	biological_process	GB53751
LOC411315	GO:0005634	visual system homeobox 2, transcript variant X4	nucleus	cellular_component	GB42592
LOC411315	GO:0003677	visual system homeobox 2, transcript variant X4	DNA binding	molecular_function	GB42592
LOC411315	GO:0006355	visual system homeobox 2, transcript variant X4	regulation of transcription, DNA-templated	biological_process	GB42592
LOC411315	GO:0043565	visual system homeobox 2, transcript variant X4	sequence-specific DNA binding	molecular_function	GB42592
LOC411315	GO:0000981	visual system homeobox 2, transcript variant X4	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	GB42592
LOC411315	GO:0007275	visual system homeobox 2, transcript variant X4	multicellular organism development	biological_process	GB42592
LOC100578482	GO:0005634	zinc finger protein 629-like	nucleus	cellular_component	GB44114
LOC100578482	GO:0008270	zinc finger protein 629-like	zinc ion binding	molecular_function	GB44114
LOC552597	GO:0007049	cyclin-dependent kinases regulatory subunit, transcript variant X1	cell cycle	biological_process	GB47592
LOC552597	GO:0016538	cyclin-dependent kinases regulatory subunit, transcript variant X1	cyclin-dependent protein serine/threonine kinase regulator activity	molecular_function	GB47592
LOC552597	GO:0051301	cyclin-dependent kinases regulatory subunit, transcript variant X1	cell division	biological_process	GB47592
LOC414043	GO:0005515	leucine-rich repeat-containing protein 49	protein binding	molecular_function	GB46728
LOC412468	GO:0051015	protein flightless-1, transcript variant X1	actin filament binding	molecular_function	GB45623
LOC412468	GO:0030036	protein flightless-1, transcript variant X1	actin cytoskeleton organization	biological_process	GB45623
LOC412468	GO:0051014	protein flightless-1, transcript variant X1	actin filament severing	biological_process	GB45623
LOC412468	GO:0005515	protein flightless-1, transcript variant X1	protein binding	molecular_function	GB45623
LOC102654007	GO:0016021	uncharacterized LOC102654007	integral component of membrane	cellular_component	
LOC102654007	GO:0005743	uncharacterized LOC102654007	mitochondrial inner membrane	cellular_component	
LOC102654007	GO:0033617	uncharacterized LOC102654007	mitochondrial cytochrome c oxidase assembly	biological_process	
LOC725060	GO:0006744	coenzyme Q-binding protein COQ10 homolog B, mitochondrial	ubiquinone biosynthetic process	biological_process	GB53652
LOC725060	GO:0045333	coenzyme Q-binding protein COQ10 homolog B, mitochondrial	cellular respiration	biological_process	GB53652
LOC725060	GO:0048039	coenzyme Q-binding protein COQ10 homolog B, mitochondrial	ubiquinone binding	molecular_function	GB53652
LOC410270	GO:0004104	acetylcholinesterase, transcript variant X2	cholinesterase activity	molecular_function	GB43191
LOC410270	GO:0016787	acetylcholinesterase, transcript variant X2	hydrolase activity	molecular_function	GB43191
LOC410270	GO:0030054	acetylcholinesterase, transcript variant X2	cell junction	cellular_component	GB43191
LOC410270	GO:0045202	acetylcholinesterase, transcript variant X2	synapse	cellular_component	GB43191
LOC410270	GO:0003990	acetylcholinesterase, transcript variant X2	acetylcholinesterase activity	molecular_function	GB43191
LOC410270	GO:0052689	acetylcholinesterase, transcript variant X2	carboxylic ester hydrolase activity	molecular_function	GB43191
LOC410270	GO:0042135	acetylcholinesterase, transcript variant X2	neurotransmitter catabolic process	biological_process	GB43191
LOC552307	GO:0005524	probable arginine--tRNA ligase, mitochondrial	ATP binding	molecular_function	GB50751
LOC552307	GO:0000166	probable arginine--tRNA ligase, mitochondrial	nucleotide binding	molecular_function	GB50751
LOC552307	GO:0006420	probable arginine--tRNA ligase, mitochondrial	arginyl-tRNA aminoacylation	biological_process	GB50751
LOC552307	GO:0004814	probable arginine--tRNA ligase, mitochondrial	arginine-tRNA ligase activity	molecular_function	GB50751
LOC552307	GO:0006418	probable arginine--tRNA ligase, mitochondrial	tRNA aminoacylation for protein translation	biological_process	GB50751
LOC552307	GO:0004812	probable arginine--tRNA ligase, mitochondrial	aminoacyl-tRNA ligase activity	molecular_function	GB50751
LOC411188	GO:0005737	L-lactate dehydrogenase, transcript variant X2	cytoplasm	cellular_component	GB48134
LOC411188	GO:0003824	L-lactate dehydrogenase, transcript variant X2	catalytic activity	molecular_function	GB48134
LOC411188	GO:0016491	L-lactate dehydrogenase, transcript variant X2	oxidoreductase activity	molecular_function	GB48134
LOC411188	GO:0016616	L-lactate dehydrogenase, transcript variant X2	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GB48134
LOC411188	GO:0019752	L-lactate dehydrogenase, transcript variant X2	carboxylic acid metabolic process	biological_process	GB48134
LOC411188	GO:0004459	L-lactate dehydrogenase, transcript variant X2	L-lactate dehydrogenase activity	molecular_function	GB48134
LOC725184	GO:0005737	gamma-aminobutyric acid receptor-associated protein	cytoplasm	cellular_component	GB52790
LOC725184	GO:0006914	gamma-aminobutyric acid receptor-associated protein	autophagy	biological_process	GB52790
LOC408391	GO:0006886	AP-1 complex subunit mu-1	intracellular protein transport	biological_process	GB42694
LOC408391	GO:0016192	AP-1 complex subunit mu-1	vesicle-mediated transport	biological_process	GB42694
LOC408391	GO:0030131	AP-1 complex subunit mu-1	clathrin adaptor complex	cellular_component	GB42694
LOC100578716	GO:0005515	protein singed wings 2, transcript variant X1	protein binding	molecular_function	
LOC409833	GO:0003676	hemK methyltransferase family member 1	nucleic acid binding	molecular_function	GB55941
LOC409833	GO:0008168	hemK methyltransferase family member 1	methyltransferase activity	molecular_function	GB55941
LOC409833	GO:0032259	hemK methyltransferase family member 1	methylation	biological_process	GB55941
LOC409833	GO:0008276	hemK methyltransferase family member 1	protein methyltransferase activity	molecular_function	GB55941
LOC409833	GO:0006479	hemK methyltransferase family member 1	protein methylation	biological_process	GB55941
LOC408904	GO:0016746	non-specific lipid-transfer protein	acyltransferase activity	molecular_function	GB48124
LOC408904	GO:0016747	non-specific lipid-transfer protein	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function	GB48124
LOC409832	GO:0005840	60S ribosomal protein L18a	ribosome	cellular_component	GB47433
LOC409832	GO:0003735	60S ribosomal protein L18a	structural constituent of ribosome	molecular_function	GB47433
LOC409832	GO:0006412	60S ribosomal protein L18a	translation	biological_process	GB47433
LOC411989	GO:0005524	eukaryotic initiation factor 4A-I, transcript variant X3	ATP binding	molecular_function	GB51710
LOC411989	GO:0003676	eukaryotic initiation factor 4A-I, transcript variant X3	nucleic acid binding	molecular_function	GB51710
LOC411989	GO:0003724	eukaryotic initiation factor 4A-I, transcript variant X3	RNA helicase activity	molecular_function	GB51710
LOC411989	GO:0004386	eukaryotic initiation factor 4A-I, transcript variant X3	helicase activity	molecular_function	GB51710
LOC100576878	GO:0006355	uncharacterized LOC100576878, transcript variant X2	regulation of transcription, DNA-templated	biological_process	GB47940
LOC100576878	GO:0003700	uncharacterized LOC100576878, transcript variant X2	DNA-binding transcription factor activity	molecular_function	GB47940
LOC726189	GO:0005576	protein obstructor-E	extracellular region	cellular_component	GB41945
LOC726189	GO:0008061	protein obstructor-E	chitin binding	molecular_function	GB41945
LOC409387	GO:0004843	ubiquitin carboxyl-terminal hydrolase, transcript variant X2	thiol-dependent deubiquitinase	molecular_function	GB49629
LOC409387	GO:0006511	ubiquitin carboxyl-terminal hydrolase, transcript variant X2	ubiquitin-dependent protein catabolic process	biological_process	GB49629
GeneID_406119	GO:0070403	lambda crystallin-like protein	NAD+ binding	molecular_function	GB40673
GeneID_406119	GO:0016491	lambda crystallin-like protein	oxidoreductase activity	molecular_function	GB40673
GeneID_406119	GO:0016616	lambda crystallin-like protein	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GB40673
GeneID_406119	GO:0003857	lambda crystallin-like protein	3-hydroxyacyl-CoA dehydrogenase activity	molecular_function	GB40673
GeneID_406119	GO:0006631	lambda crystallin-like protein	fatty acid metabolic process	biological_process	GB40673
LOC552345	GO:0005198	gamma-1-syntrophin, transcript variant X2	structural molecule activity	molecular_function	GB42656
LOC552345	GO:0005515	gamma-1-syntrophin, transcript variant X2	protein binding	molecular_function	GB42656
GeneID_413609	GO:0055085	two pore segment channel 1	transmembrane transport	biological_process	GB47748
GeneID_413609	GO:0016020	two pore segment channel 1	membrane	cellular_component	GB47748
GeneID_413609	GO:0006811	two pore segment channel 1	ion transport	biological_process	GB47748
GeneID_413609	GO:0005765	two pore segment channel 1	lysosomal membrane	cellular_component	GB47748
GeneID_413609	GO:0005216	two pore segment channel 1	ion channel activity	molecular_function	GB47748
GeneID_413609	GO:0022832	two pore segment channel 1	voltage-gated channel activity	molecular_function	GB47748
LOC413410	GO:0005085	IQ motif and SEC7 domain-containing protein 2, transcript variant X5	guanyl-nucleotide exchange factor activity	molecular_function	GB46262
LOC413410	GO:0032012	IQ motif and SEC7 domain-containing protein 2, transcript variant X5	regulation of ARF protein signal transduction	biological_process	GB46262
LOC409439	GO:0006886	protein transport protein Sec24C, transcript variant X1	intracellular protein transport	biological_process	GB52557
LOC409439	GO:0008270	protein transport protein Sec24C, transcript variant X1	zinc ion binding	molecular_function	GB52557
LOC409439	GO:0006888	protein transport protein Sec24C, transcript variant X1	endoplasmic reticulum to Golgi vesicle-mediated transport	biological_process	GB52557
LOC409439	GO:0030127	protein transport protein Sec24C, transcript variant X1	COPII vesicle coat	cellular_component	GB52557
LOC410100	GO:0003676	eukaryotic translation initiation factor 3 subunit B	nucleic acid binding	molecular_function	GB49037
LOC410100	GO:0003723	eukaryotic translation initiation factor 3 subunit B	RNA binding	molecular_function	GB49037
LOC410100	GO:0003743	eukaryotic translation initiation factor 3 subunit B	translation initiation factor activity	molecular_function	GB49037
LOC410100	GO:0005852	eukaryotic translation initiation factor 3 subunit B	eukaryotic translation initiation factor 3 complex	cellular_component	GB49037
LOC410100	GO:0016282	eukaryotic translation initiation factor 3 subunit B	eukaryotic 43S preinitiation complex	cellular_component	GB49037
LOC410100	GO:0033290	eukaryotic translation initiation factor 3 subunit B	eukaryotic 48S preinitiation complex	cellular_component	GB49037
LOC410100	GO:0031369	eukaryotic translation initiation factor 3 subunit B	translation initiation factor binding	molecular_function	GB49037
LOC410100	GO:0001732	eukaryotic translation initiation factor 3 subunit B	formation of cytoplasmic translation initiation complex	biological_process	GB49037
LOC410100	GO:0006413	eukaryotic translation initiation factor 3 subunit B	translational initiation	biological_process	GB49037
LOC410100	GO:0005515	eukaryotic translation initiation factor 3 subunit B	protein binding	molecular_function	GB49037
LOC552026	GO:0030027	F-actin-uncapping protein LRRC16A, transcript variant X1	lamellipodium	cellular_component	GB44359
LOC552026	GO:2000813	F-actin-uncapping protein LRRC16A, transcript variant X1	negative regulation of barbed-end actin filament capping	biological_process	GB44359
LOC552026	GO:1902745	F-actin-uncapping protein LRRC16A, transcript variant X1	positive regulation of lamellipodium organization	biological_process	GB44359
LOC552026	GO:0051638	F-actin-uncapping protein LRRC16A, transcript variant X1	barbed-end actin filament uncapping	biological_process	GB44359
LOC552026	GO:0030335	F-actin-uncapping protein LRRC16A, transcript variant X1	positive regulation of cell migration	biological_process	GB44359
LOC552026	GO:0005515	F-actin-uncapping protein LRRC16A, transcript variant X1	protein binding	molecular_function	GB44359
LOC550656	GO:0005634	splicing factor U2AF 50 kDa subunit, transcript variant X2	nucleus	cellular_component	GB46655
LOC550656	GO:0003676	splicing factor U2AF 50 kDa subunit, transcript variant X2	nucleic acid binding	molecular_function	GB46655
LOC550656	GO:0003723	splicing factor U2AF 50 kDa subunit, transcript variant X2	RNA binding	molecular_function	GB46655
LOC550656	GO:0006397	splicing factor U2AF 50 kDa subunit, transcript variant X2	mRNA processing	biological_process	GB46655
LOC552443	GO:0016021	N-alpha-acetyltransferase 60	integral component of membrane	cellular_component	GB19408
LOC552443	GO:0008080	N-alpha-acetyltransferase 60	N-acetyltransferase activity	molecular_function	GB19408
LOC552443	GO:0004596	N-alpha-acetyltransferase 60	peptide alpha-N-acetyltransferase activity	molecular_function	GB19408
LOC551109	GO:0005524	kinesin 5A, transcript variant X1	ATP binding	molecular_function	GB47488
LOC551109	GO:0008017	kinesin 5A, transcript variant X1	microtubule binding	molecular_function	GB47488
LOC551109	GO:0003777	kinesin 5A, transcript variant X1	microtubule motor activity	molecular_function	GB47488
LOC551109	GO:0007018	kinesin 5A, transcript variant X1	microtubule-based movement	biological_process	GB47488
LOC551109	GO:0005874	kinesin 5A, transcript variant X1	microtubule	cellular_component	GB47488
LOC413245	GO:0003676	RNA exonuclease 4, transcript variant X1	nucleic acid binding	molecular_function	GB42238
LOC413245	GO:0006364	RNA exonuclease 4, transcript variant X1	rRNA processing	biological_process	GB42238
LOC413245	GO:0008408	RNA exonuclease 4, transcript variant X1	3'-5' exonuclease activity	molecular_function	GB42238
LOC410831	GO:0005524	casein kinase I, transcript variant X10	ATP binding	molecular_function	GB55646
LOC410831	GO:0004672	casein kinase I, transcript variant X10	protein kinase activity	molecular_function	GB55646
LOC410831	GO:0004674	casein kinase I, transcript variant X10	protein serine/threonine kinase activity	molecular_function	GB55646
LOC410831	GO:0006468	casein kinase I, transcript variant X10	protein phosphorylation	biological_process	GB55646
LOC409861	GO:0006241	nucleoside diphosphate kinase	CTP biosynthetic process	biological_process	GB55139
LOC409861	GO:0006183	nucleoside diphosphate kinase	GTP biosynthetic process	biological_process	GB55139
LOC409861	GO:0006228	nucleoside diphosphate kinase	UTP biosynthetic process	biological_process	GB55139
LOC409861	GO:0006165	nucleoside diphosphate kinase	nucleoside diphosphate phosphorylation	biological_process	GB55139
LOC409861	GO:0004550	nucleoside diphosphate kinase	nucleoside diphosphate kinase activity	molecular_function	GB55139
LOC100576100	GO:0005515	protein phosphatase 1 regulatory subunit 42-like	protein binding	molecular_function	GB44040
LOC411907	GO:0003676	cytoplasmic polyadenylation element-binding protein 1, transcript variant X2	nucleic acid binding	molecular_function	GB53148
LOC411907	GO:0003723	cytoplasmic polyadenylation element-binding protein 1, transcript variant X2	RNA binding	molecular_function	GB53148
LOC411907	GO:0006417	cytoplasmic polyadenylation element-binding protein 1, transcript variant X2	regulation of translation	biological_process	GB53148
LOC411907	GO:0045182	cytoplasmic polyadenylation element-binding protein 1, transcript variant X2	translation regulator activity	molecular_function	GB53148
LOC411907	GO:0003730	cytoplasmic polyadenylation element-binding protein 1, transcript variant X2	mRNA 3'-UTR binding	molecular_function	GB53148
LOC409384	GO:0006457	heat shock protein 60A	protein folding	biological_process	GB54372
LOC409384	GO:0005524	heat shock protein 60A	ATP binding	molecular_function	GB54372
LOC409384	GO:0016887	heat shock protein 60A	ATP hydrolysis activity	molecular_function	GB54372
LOC409384	GO:0042026	heat shock protein 60A	protein refolding	biological_process	GB54372
LOC726532	GO:0005515	uncharacterized LOC726532	protein binding	molecular_function	GB53774
LOC100576956	GO:0005576	metalloproteinase inhibitor 3, transcript variant X2	extracellular region	cellular_component	GB40700
LOC100576956	GO:0008191	metalloproteinase inhibitor 3, transcript variant X2	metalloendopeptidase inhibitor activity	molecular_function	GB40700
LOC100576956	GO:0005515	metalloproteinase inhibitor 3, transcript variant X2	protein binding	molecular_function	GB40700
LOC725948	GO:0003723	H/ACA ribonucleoprotein complex non-core subunit NAF1	RNA binding	molecular_function	GB54583
LOC725948	GO:0005732	H/ACA ribonucleoprotein complex non-core subunit NAF1	sno(s)RNA-containing ribonucleoprotein complex	cellular_component	GB54583
LOC725948	GO:0001522	H/ACA ribonucleoprotein complex non-core subunit NAF1	pseudouridine synthesis	biological_process	GB54583
LOC725948	GO:0042254	H/ACA ribonucleoprotein complex non-core subunit NAF1	ribosome biogenesis	biological_process	GB54583
LOC725948	GO:0000493	H/ACA ribonucleoprotein complex non-core subunit NAF1	box H/ACA snoRNP assembly	biological_process	GB54583
GeneID_411830	GO:0003993	venom acid phosphatase	acid phosphatase activity	molecular_function	GB41338
GeneID_411830	GO:0016020	venom acid phosphatase	membrane	cellular_component	GB41338
GeneID_411830	GO:0016021	venom acid phosphatase	integral component of membrane	cellular_component	GB41338
GeneID_411830	GO:0005576	venom acid phosphatase	extracellular region	cellular_component	GB41338
GeneID_411830	GO:0016787	venom acid phosphatase	hydrolase activity	molecular_function	GB41338
LOC412348	GO:0016592	mediator of RNA polymerase II transcription subunit 19, transcript variant X1	mediator complex	cellular_component	GB44990
LOC412348	GO:0006357	mediator of RNA polymerase II transcription subunit 19, transcript variant X1	regulation of transcription by RNA polymerase II	biological_process	GB44990
LOC412348	GO:0003712	mediator of RNA polymerase II transcription subunit 19, transcript variant X1	transcription coregulator activity	molecular_function	GB44990
LOC100578129	GO:0005524	kinesin-like protein KIN-7I, transcript variant X2	ATP binding	molecular_function	GB51255
LOC100578129	GO:0008017	kinesin-like protein KIN-7I, transcript variant X2	microtubule binding	molecular_function	GB51255
LOC100578129	GO:0003777	kinesin-like protein KIN-7I, transcript variant X2	microtubule motor activity	molecular_function	GB51255
LOC100578129	GO:0007018	kinesin-like protein KIN-7I, transcript variant X2	microtubule-based movement	biological_process	GB51255
LOC551229	GO:0061630	E3 ubiquitin-protein ligase CHIP, transcript variant X3	ubiquitin protein ligase activity	molecular_function	GB46605
LOC551229	GO:0016567	E3 ubiquitin-protein ligase CHIP, transcript variant X3	protein ubiquitination	biological_process	GB46605
LOC551229	GO:0004842	E3 ubiquitin-protein ligase CHIP, transcript variant X3	ubiquitin-protein transferase activity	molecular_function	GB46605
LOC551229	GO:0000209	E3 ubiquitin-protein ligase CHIP, transcript variant X3	protein polyubiquitination	biological_process	GB46605
LOC551229	GO:0005515	E3 ubiquitin-protein ligase CHIP, transcript variant X3	protein binding	molecular_function	GB46605
GeneID_412740	GO:0016021	ligand-gated chloride channel homolog 3	integral component of membrane	cellular_component	GB45542
GeneID_412740	GO:0005886	ligand-gated chloride channel homolog 3	plasma membrane	cellular_component	GB45542
GeneID_412740	GO:0016020	ligand-gated chloride channel homolog 3	membrane	cellular_component	GB45542
GeneID_412740	GO:0005230	ligand-gated chloride channel homolog 3	extracellular ligand-gated ion channel activity	molecular_function	GB45542
GeneID_412740	GO:0004888	ligand-gated chloride channel homolog 3	transmembrane signaling receptor activity	molecular_function	GB45542
GeneID_412740	GO:0006811	ligand-gated chloride channel homolog 3	ion transport	biological_process	GB45542
